0.005,1322.1
0.01,763.9
0.015,678.5
0.02,704.1
0.025,878.7
0.03,1207.5
0.035,1227.4
0.04,1070.7
0.045,1041.0
0.05,841.5
0.055,1285.4
0.06,1250.1
0.065,1256.5
0.07,1226.6
0.075,1343.1
0.08,1221.5
0.085,1343.4
0.09,1191.2
0.095,1158.3
0.1,1229.9
